Full	Mean	Lower_CI	Median	Upper_CI
10mer-m10.19_Kd	0.0266910886100912	0.0267859794523143	0.0239513802816244	0.0266594016786517	0.0297673491478872
10mer-m10.19|11|Offset_Kd	0.0104547952511554	0.00924719206537879	0.00294928713483485	0.00927487967060062	0.0338304876756674
10mer-m10.19|14|Supp_Kd	0.00439633004783629	0.00350694617823628	0.00086896923440781	0.00352088779038504	0.0151556516315841
10mer-m10.19|18|Supp_Kd	0.0203838928543115	0.018802953683999	0.00492291540081506	0.0197972805375048	0.0551849161466742
10mer-m10.19|19|Supp_Kd	0.04016408785435	0.0376032037978419	0.0110911811904903	0.0367142263874826	0.174804525292471
10mer-m11.20_Kd	0.0630321318538028	0.0636663690555301	0.0559445529508347	0.0633592198506666	0.0733412527490942
10mer-m11.20|11|Comp_Kd	0.0486524365887986	0.0417401880427532	0.0147698941312349	0.0428207414181316	0.143389805716139
10mer-m11.20|12|Offset_Kd	0.00617677368202617	0.00448903984369228	0.000896485810848415	0.00442148608017477	0.0234961418260612
10mer-m11.20|12|Supp_Kd	0.0105469185663995	0.0102001729285681	0.00289970964995621	0.0115425876593688	0.0324006115261001
10mer-m11.20|13|Supp_Kd	0.00453037879788658	0.00427803321405295	0.00114405298341581	0.00443575365645547	0.0234598373113187
10mer-m11.20|16|Supp_Kd	0.0139725674777962	0.0120864159201108	0.00427164458330796	0.0118400639658087	0.0439575567765704
10mer-m11.20|17|Comp_Kd	0.0254973121041833	0.0254527921177688	0.00643586250065015	0.0259379260514244	0.155531053553431
10mer-m11.20|19|Comp_Kd	0.0374219333390006	0.0343469580980725	0.0096016480463657	0.0370949880853816	0.112052395109878
10mer-m11.20|19|Supp_Kd	0.0796469920808823	0.0703953954901254	0.0216149285415491	0.0682093455581083	0.271463984862926
10mer-m11.20|20|Offset_Kd	0.0399992439704616	0.0394690611590423	0.010084241832431	0.0394576004105178	0.174878946925772
10mer-m12.21_Kd	0.145922930471797	0.146973020947751	0.126767269803597	0.146164720887688	0.167456441173307
10mer-m12.21|12|Offset_Kd	0.0369590185096465	0.0337729229786547	0.0109248992225288	0.0333491424162687	0.105827315447423
10mer-m12.21|12|Supp_Kd	0.043103248998774	0.0410250977593574	0.0113856803532144	0.0390422181387706	0.206632787030209
10mer-m12.21|13|Comp_Kd	0.044238377135648	0.0433414816219877	0.0107599227831364	0.0452321335808469	0.153391402918014
10mer-m12.21|14|Supp_Kd	0.0213667777931139	0.0185247815439155	0.00586503865240593	0.020446477155226	0.0523296629955746
10mer-m12.21|15|Comp_Kd	0.0447531393267133	0.0446064714507684	0.0148419623370764	0.0436544848020724	0.175369883565622
10mer-m12.21|17|Offset_Kd	0.0446425827213054	0.0411533652574997	0.0134694653485648	0.0442750107973806	0.136554507136975
10mer-m12.21|21|Supp_Kd	0.0316416036616081	0.0297937953817239	0.00904765546909723	0.0297447942825138	0.123290344989697
10mer-m12.21|8|Supp_Kd	0.102919277194728	0.0981289093001032	0.0273051057567841	0.112984340017471	0.322798937226318
10mer-m12.21|9|Comp_Kd	0.103337346324907	0.089906726519225	0.0278836726772623	0.0874201439165021	0.401917333999224
10mer-m13.22_Kd	0.39443902603043	0.396067252808502	0.340216925432006	0.393459218641556	0.486523921115474
10mer-m13.22|10|Supp_Kd	0.0712389841505233	0.0626972221433936	0.0181681485172659	0.0603084990482674	0.202996595975821
10mer-m13.22|14|Offset_Kd	0.0674535210741467	0.0572384256241683	0.0113821765106664	0.0654098754233335	0.304606422368604
10mer-m13.22|14|Supp_Kd	0.0712004025863407	0.0648497781611563	0.0207420873358703	0.0622676339185019	0.235874948253468
10mer-m13.22|9|Supp_Kd	0.0485671042790849	0.0452251571022486	0.0134524554499381	0.0495882385547292	0.143395886623509
10mer-m9.18_Kd	0.0323864551434547	0.0326630519582903	0.0297953306794406	0.0325698238393898	0.0360113885660843
10mer-m9.18|11|Offset_Kd	0.00237566555961334	0.00180408168941419	0.000560272363243662	0.00208581606900976	0.00597832149227942
10mer-m9.18|11|Supp_Kd	0.00164229109921447	0.00131724277976718	0.00030970460913231	0.00153598907563472	0.00507055345796804
10mer-m9.18|12|Comp_Kd	0.00833124003800627	0.00677643272404804	0.00147679007010468	0.00765714231768392	0.0210134127970824
10mer-m9.18|12|Offset_Kd	0.00350276526004586	0.00281366347982954	0.000459890426018949	0.00312468583141594	0.0102207592459109
10mer-m9.18|12|Supp_Kd	0.00112183015694142	0.000912508639573885	0.000221061297878468	0.000970471210021851	0.0041522472289642
10mer-m9.18|14|Supp_Kd	0.00190316212603009	0.00170388184936554	0.000465538654146451	0.00176623815635612	0.0099082245764653
10mer-m9.18|15|Comp_Kd	0.00541501671223027	0.0047144286631283	0.00149395936108682	0.0049797102910198	0.0187205302385328
10mer-m9.18|19|Offset_Kd	0.019246892504801	0.016491575906751	0.0067244979414293	0.0164205452023644	0.053703231777112
10mer-m9.18|21|Offset_Kd	0.0385571421032409	0.032982509189818	0.0109999249517796	0.0340132936002293	0.102671985060142
10mer-m9.18|9|Offset_Kd	0.0434899177562948	0.041560040628113	0.00953707234467884	0.0414272720398219	0.195070626650701
11mer-m10.20_Kd	0.014973345018163	0.0150842236264361	0.0126957652736034	0.0152479788076493	0.0174553046486308
11mer-m10.20|10|Offset_Kd	0.105056102013557	0.0937641751460204	0.0310906906410633	0.104221836473338	0.319845075272522
11mer-m10.20|12|Supp_Kd	0.0626947880322888	0.0591265738851913	0.0130836143471971	0.0573316024082496	0.202752038699854
11mer-m11.21_Kd	0.0166134900311503	0.016745532525779	0.0142547084219266	0.0165990185637184	0.0196121730505585
11mer-m11.21|12|Supp_Kd	0.0180161898414864	0.0171731979692361	0.00540413828949019	0.0167370904120406	0.0610439519416507
11mer-m11.21|21|Supp_Kd	0.126322403401638	0.105916612912169	0.0338121538551677	0.1214640017021	0.323005650412599
11mer-m12.22_Kd	0.037876937771466	0.0379760689672652	0.0318314372788231	0.0378471089481651	0.0451238207895256
11mer-m12.22|10|Supp_Kd	0.0515605483647042	0.0489214242966741	0.0139040835160875	0.050987359002964	0.176459122310369
11mer-m12.22|12|Supp_Kd	0.0375203159408566	0.0350972103028513	0.00876248442694267	0.0352824089129816	0.146451846679583
11mer-m12.22|13|Supp_Kd	0.0514064520701449	0.0497813957829753	0.0180404027428508	0.0440109407189459	0.144744602290249
11mer-m12.22|15|Supp_Kd	0.0739622701090741	0.065726319810477	0.0166730697779383	0.062038338408408	0.249113675964385
11mer-m12.22|17|Supp_Kd	0.0408575031110074	0.0377753210030985	0.0113650105385869	0.0394191385073276	0.123472537379171
11mer-m12.22|26|Supp_Kd	0.117277528516781	0.104745761007585	0.0336081857814551	0.121379665543312	0.296474395450489
11mer-m9.19_Kd	0.00798676066367162	0.00803317551313266	0.00681345093510286	0.0080456475529933	0.00929732100946173
11mer-m9.19|11|Supp_Kd	0.00756267377162855	0.00682900597358814	0.00260290842650886	0.00622176975246226	0.0231222443342101
