Full	Mean	Lower_CI	Median	Upper_CI
10mer-m10.19_Kd	0.211986426048511	0.210652665533879	0.185733843988707	0.211362498795565	0.235158701204671
10mer-m10.19|10|Comp_Kd	0.0746598398319093	0.0694115028979858	0.018371005965665	0.0691380636742426	0.207744443854584
10mer-m10.19|13|Comp_Kd	0.0381996333114457	0.0343247512904116	0.00966742814115749	0.0362838208344841	0.101686557943685
10mer-m10.19|25|Offset_Kd	0.141960893590993	0.117136881570365	0.0218261592162552	0.128636782846279	0.44210463962596
10mer-m10.19|27|Supp_Kd	0.142626882817884	0.125050545458072	0.0266777170523331	0.128805929208942	0.429787452896912
10mer-m10.19|9|Comp_Kd	0.0273542115977643	0.0218446679073442	0.00678569798682736	0.0236402654177874	0.0698036493760088
10mer-m10.19|9|Offset_Kd	0.107083873989414	0.0975821110649911	0.0199472022574069	0.10445383444267	0.310829032901372
10mer-m11.20_Kd	0.0785212028485512	0.0783612257824488	0.0690952304733019	0.0786418437358229	0.0866505616354666
10mer-m11.20|10|Comp_Kd	0.0440473859725685	0.040923273218334	0.0111019648882078	0.0415551861954161	0.145591225038269
10mer-m11.20|10|Offset_Kd	0.0239032186754272	0.0200900478610239	0.00432481173809607	0.0220592831494414	0.0792664502252762
10mer-m11.20|11|Supp_Kd	0.00871949185739741	0.00647313359892928	0.0015767210174707	0.00649327330832085	0.031806916527521
10mer-m11.20|12|Comp_Kd	0.0203414292723028	0.0165518678545332	0.00447334519689084	0.0182669814529914	0.0652753536363678
10mer-m11.20|16|Supp_Kd	0.0254838167726711	0.0205331970888424	0.00313908265600263	0.0221029252784744	0.132000668947062
10mer-m11.20|17|Comp_Kd	0.0498397896608438	0.0413556426117832	0.0101056454890482	0.0401496382132914	0.154283484791988
10mer-m11.20|20|Supp_Kd	0.0411473551556447	0.0352709919146032	0.0109129041915361	0.0361799506334152	0.126330027442264
10mer-m11.20|28|Offset_Kd	0.143033111261466	0.110612715858548	0.0348195475685428	0.124470978640801	0.343975444386431
10mer-m11.20|31|Offset_Kd	0.143729951769113	0.113972164176415	0.0348029975937162	0.108625240998278	0.357705104877859
10mer-m12.21_Kd	0.0260738875380085	0.0258349030429217	0.0226577970563838	0.0260013467883261	0.0297204829580874
10mer-m12.21|13|Comp_Kd	0.0324019824370666	0.0282688825994258	0.00659790487868869	0.0301080231908205	0.112661561364387
10mer-m12.21|23|Offset_Kd	0.117293799720746	0.0985200855101517	0.0171576209578487	0.0911110940978413	0.489554283155208
10mer-m12.21|24|Offset_Kd	0.161650624339359	0.127209758605048	0.0265529913206101	0.109376869591567	0.541219997178342
10mer-m12.21|25|Offset_Kd	0.0986533917280866	0.0795181415943269	0.0217865278832823	0.0806103815541205	0.29638648927206
10mer-m12.21|9|Offset_Kd	0.0328408393757099	0.027567473153793	0.00495686243076713	0.0303676565310224	0.101029205936779
10mer-m13.22_Kd	0.0112042428697973	0.0111190382969129	0.00983780005807361	0.011109007543011	0.0124505617696549
10mer-m13.22|12|Offset_Kd	0.0163299377270757	0.0138845168850796	0.00413775981059664	0.0147396814685976	0.0468817531337214
10mer-m13.22|13|Comp_Kd	0.0141201271712983	0.0119332935444137	0.00336921713629779	0.0133004674432621	0.0471350870609952
10mer-m13.22|14|Comp_Kd	0.017037144493327	0.0140683271696651	0.00394532948200678	0.0145495792355278	0.0498899479936568
10mer-m13.22|14|Supp_Kd	0.00831278159969589	0.00683861597470349	0.00114760713382787	0.00778905284848882	0.0399199006251517
10mer-m13.22|15|Offset_Kd	0.0090078429186722	0.00742948824649747	0.00161428435412128	0.00797061799488868	0.03024508283772
10mer-m13.22|15|Supp_Kd	0.00674827231052376	0.0058988033172287	0.0011628234537885	0.0063215218955251	0.0312987593743894
10mer-m13.22|18|Comp_Kd	0.0310680316803495	0.0259588031199491	0.00643587120301598	0.0257877788450923	0.0989073775149624
10mer-m13.22|19|Offset_Kd	0.0276668381695994	0.0231196526481069	0.00417182228529462	0.0243272014625195	0.105233720033005
10mer-m13.22|25|Supp_Kd	0.0240959996991483	0.0190630592578486	0.00380511603155988	0.0194094814193287	0.0710572140999837
10mer-m13.22|26|Offset_Kd	0.0378868252202354	0.030053877731929	0.00547681769861458	0.030502861936309	0.123212897561208
10mer-m13.22|30|Supp_Kd	0.0651269039115266	0.0571050210487268	0.0115017290969945	0.0560406792405275	0.212531667121373
10mer-m13.22|31|Offset_Kd	0.117735494970765	0.0860865857496325	0.0218064545972646	0.0809567190796867	0.298074981028
10mer-m14.23_Kd	0.0391582940349791	0.0392417562170797	0.0357391756613984	0.0393175534391981	0.0426483735256442
10mer-m14.23|11|Comp_Kd	0.0250070657795615	0.0206948413456727	0.00425244531993318	0.0207740432955635	0.0833420427366857
10mer-m14.23|12|Offset_Kd	0.0122665403027898	0.0110357461017941	0.00341807806537573	0.0113150830968938	0.0360188034679305
10mer-m14.23|12|Supp_Kd	0.0089158334426848	0.00617110546955786	0.00166284268149168	0.00570138666425516	0.0284819497171129
10mer-m14.23|13|Offset_Kd	0.0124695548663486	0.0102716596348415	0.00248410992595035	0.0116020096993531	0.0352824838322272
10mer-m14.23|15|Offset_Kd	0.0168732291555323	0.0137039737040846	0.00327828512870544	0.0155284117819039	0.0487774591266365
10mer-m14.23|16|Supp_Kd	0.0146010511652966	0.0113987456083756	0.00284392611686196	0.0111586661211118	0.0496896550892798
10mer-m14.23|18|Offset_Kd	0.026078133623362	0.022542518972075	0.00492237945005331	0.0239213460174592	0.0908154335910999
10mer-m14.23|21|Offset_Kd	0.0490519960372234	0.0433343022535491	0.00942442345913022	0.043742245832394	0.186020441454489
10mer-m14.23|23|Supp_Kd	0.120852238004498	0.100217039847485	0.0182686810704023	0.104803947604988	0.36977994715848
10mer-m14.23|26|Supp_Kd	0.0493528101368208	0.0427085579307436	0.006880819228574	0.0483363459219699	0.286017706503592
10mer-m14.23|29|Offset_Kd	0.0988660697155259	0.0839016704330673	0.0208714844177541	0.0899725700905218	0.316744531591901
10mer-m14.23|31|Offset_Kd	0.118657859574604	0.101586980580212	0.0212398786246753	0.0987307488850496	0.3839794456283
10mer-m14.23|9|Offset_Kd	0.0351996482281461	0.0302769272266891	0.00789987153558129	0.033882025072184	0.0948635052103893
10mer-m9.18_Kd	0.301830638107859	0.299949962013519	0.260965120489867	0.30146027786211	0.328657472564526
